RBBS0JM02;001;;;0,000
RBBS0JM02;002;;;0,000
RBBS0JM03;001;;;0,000
RBBS0JM03;002;;;0,000
RBBS0JM04;001;;;0,000
RBBS0JM04;002;;;0,000
RBBS0JM06;001;;;0,000
RBBS0JM06;002;;;0,000
RBBS0JM07;001;;;0,000
RBBS0JM07;002;;;0,000
RBBS0JM08;001;;;0,000
RBBS0JM08;002;;;0,000
RBBS0JM08;064;;;0,000
RBBS0Q701;001;;;0,000
RBBS0Q701;020;;;0,000
RBBS0Q701;D85;;;0,000
RBBS0Q701;P37;;;0,000
RBBS0Q702;001;;;0,000
RBBS0Q702;020;;;0,000
RBBS0Q702;D85;;;0,000
RBBS0Q702;P37;;;0,000
RBBS0Q703;001;;;0,000
RBBS0Q703;020;;;0,000
RBBS0Q703;D85;;;0,000
RBBS0Q703;P37;;;0,000
RBBS0Q705;001;;;0,000
RBBS0Q705;020;;;0,000
RBBS0Q705;D85;;;0,000
RBBS0Q705;P37;;;0,000
RBBS0Q901;005;;;0,000
RBBS0Q901;183;;;0,000
RBBS0Q901;259;;;0,000
RBBS0Q901;295;;;0,000
RBBS0Q901;367;;;0,000
RBBS0Q901;497;;;0,000
RBBS0Q902;005;;;0,000
RBBS0Q902;183;;;0,000
RBBS0Q902;259;;;0,000
RBBS0Q902;295;;;0,000
RBBS0Q902;367;;;0,000
RBBS0Q902;497;;;0,000
RBBS0Q903;005;;;0,000
RBBS0Q903;183;;;0,000
RBBS0Q903;259;;;0,000
RBBS0Q903;295;;;0,000
RBBS0Q903;367;;;0,000
RBBS0Q903;497;;;0,000
RBBS0Q904;005;;;0,000
RBBS0Q904;259;;;0,000
RBBS0Q904;295;;;0,000
RBBS0Q904;367;;;0,000
RBBS0Q904;497;;;0,000
RBBS0Q906;005;;;0,000
RBBS0Q906;183;;;0,000
RBBS0Q906;259;;;0,000
RBBS0Q906;295;;;0,000
RBBS0Q906;367;;;0,000
RBBS0Q906;497;;;0,000
RBBS0QJ01;001;;;0,000
RBBS0QJ01;E18;;;0,000
RBBS0QJ01;E19;;;0,000
RBBS0QJ05;001;;;0,000
RBBS0QJ05;E18;;;0,000
RBBS0QJ05;E19;;;0,000
RBBS0QK01;001;;;0,000
RBBS0QK01;E26;;;0,000
RBBS0QK01;F53;;;0,000
RBBS0QK01;H63;;;0,000
RBBS0QK02;001;;;0,000
RBBS0QK02;E26;;;0,000
RBBS0QK02;F53;;;0,000
RBBS0QK02;H63;;;0,000
RBBS0QK04;001;;;0,000
RBBS0QK04;E26;;;0,000
RBBS0QK04;F53;;;0,000
RBBS0QK04;H63;;;0,000
RBBS0QM01;001;;;0,000
RBBS0QM01;003;;;0,000
RBBS0QM01;030;;;0,000
RBBS0QM01;035;;;0,000
RBBS0QM01;183;;;0,000
RBBS0QM01;259;;;0,000
RBBS0QM01;497;;;0,000
RBBS0QM01;F61;;;0,000
RBBS0QM02;001;;;0,000
RBBS0QM02;003;;;0,000
RBBS0QM02;030;;;0,000
RBBS0QM02;035;;;0,000
RBBS0QM02;183;;;0,000
RBBS0QM02;259;;;0,000
RBBS0QM02;497;;;0,000
RBBS0QM02;F61;;;0,000
RBBS0QM04;001;;;0,000
RBBS0QM04;003;;;0,000
RBBS0QM04;030;;;0,000
RBBS0QM04;035;;;0,000
RBBS0QM04;183;;;0,000
RBBS0QM04;259;;;0,000
RBBS0QM04;497;;;0,000
RBBS0QM04;F61;;;0,000
RBBS0QM05;001;;;0,000
RBBS0QM05;003;;;0,000
RBBS0QM05;030;;;0,000
RBBS0QM05;035;;;0,000
RBBS0QM05;183;;;0,000
RBBS0QM05;259;;;0,000
RBBS0QM05;497;;;0,000
RBBS0QM05;F61;;;0,000
RBBS0QM15;001;;;0,000
RBBS0QM15;003;;;0,000
RBBS0QM15;030;;;0,000
RBBS0QM15;035;;;0,000
RBBS0QM15;183;;;0,000
RBBS0QM15;259;;;0,000
RBBS0QM15;497;;;0,000
RBBS0QM15;F61;;;0,000
RBBS0QM16;001;;;0,000
RBBS0QM16;003;;;0,000
RBBS0QM16;030;;;0,000
RBBS0QM16;035;;;0,000
RBBS0QM16;183;;;0,000
RBBS0QM16;259;;;0,000
RBBS0QM16;497;;;0,000
RBBS0QM16;F61;;;0,000
RBBS0QM18;001;;;0,000
RBBS0QM18;003;;;0,000
RBBS0QM18;030;;;0,000
RBBS0QM18;035;;;0,000
RBBS0QM18;183;;;0,000
RBBS0QM18;259;;;0,000
RBBS0QM18;497;;;0,000
RBBS0QM18;F61;;;0,000
RBBS0QU01;G34;;;0,000
RBBS0QU02;G34;;;0,000
RBBS0RC01;001;;;0,000
RBBS0RC01;155;;;0,000
RBBS0RC01;183;;;0,000
RBBS0RC01;259;;;0,000
RBBS0RC01;E14;;;0,000
RBBS0RC01;F61;;;0,000
RBBS0RC02;001;;;0,000
RBBS0RC02;155;;;0,000
RBBS0RC02;183;;;0,000
RBBS0RC02;259;;;0,000
RBBS0RC02;E14;;;0,000
RBBS0RC02;F61;;;0,000
RBBS0RC03;001;;;0,000
RBBS0RC03;155;;;0,000
RBBS0RC03;183;;;0,000
RBBS0RC03;259;;;0,000
RBBS0RC03;E14;;;0,000
RBBS0RC03;F61;;;0,000
RBBS0RC04;001;;;0,000
RBBS0RC04;155;;;0,000
RBBS0RC04;183;;;0,000
RBBS0RC04;259;;;0,000
RBBS0RC04;E14;;;0,000
RBBS0RC04;F61;;;0,000
RBBS0RC05;001;;;0,000
RBBS0RC05;155;;;0,000
RBBS0RC05;183;;;0,000
RBBS0RC05;259;;;0,000
RBBS0RC05;E14;;;0,000
RBBS0RC05;F61;;;0,000
RBBS0RC06;001;;;0,000
RBBS0RC06;155;;;0,000
RBBS0RC06;183;;;0,000
RBBS0RC06;259;;;0,000
RBBS0RC06;E14;;;0,000
RBBS0RC06;F61;;;0,000
RBBS0RH01;385;;;0,000
RBBS0RH01;D31;;;0,000
RBBS0RH01;F55;;;0,000
RBBS0RH01;P35;;;0,000
RBBS0RH02;385;;;0,000
RBBS0RH02;D31;;;0,000
RBBS0RH02;F55;;;0,000
RBBS0RH02;P35;;;0,000
RBBS0RH03;385;;;0,000
RBBS0RH03;D31;;;0,000
RBBS0RH03;F55;;;0,000
RBBS0RH03;P35;;;0,000
RBBS0RH04;385;;;0,000
RBBS0RH04;D31;;;0,000
RBBS0RH04;F55;;;0,000
RBBS0RH04;P35;;;0,000
RBBS0RK01;001;;;0,000
RBBS0RK01;002;;;0,000
RBBS0RK01;005;;;0,000
RBBS0RK01;064;;;0,000
RBBS0RK01;259;;;0,000
RBBS0RK02;001;;;0,000
RBBS0RK02;002;;;0,000
RBBS0RK02;005;;;0,000
RBBS0RK02;064;;;0,000
RBBS0RK02;259;;;0,000
RBBS0RK07;001;;;0,000
RBBS0RK07;002;;;0,000
RBBS0RK07;005;;;0,000
RBBS0RK07;064;;;0,000
RBBS0RK07;259;;;0,000
RBBS0RK08;001;;;0,000
RBBS0RK08;002;;;0,000
RBBS0RK08;005;;;0,000
RBBS0RK08;064;;;0,000
RBBS0RK08;259;;;0,000
RBBS0RK12;001;;;0,000
RBBS0RK12;002;;;0,000
RBBS0RK12;005;;;0,000
RBBS0RK12;064;;;0,000
RBBS0RK12;259;;;0,000
RBBS0RK15;001;;;0,000
RBBS0RK15;002;;;0,000
RBBS0RK15;005;;;0,000
RBBS0RK15;064;;;0,000
RBBS0RK15;259;;;0,000
RBBS0RK16;001;;;0,000
RBBS0RK16;002;;;0,000
RBBS0RK16;005;;;0,000
RBBS0RK16;064;;;0,000
RBBS0RK16;259;;;0,000
RBBS0RK17;001;;;0,000
RBBS0RK17;002;;;0,000
RBBS0RK17;005;;;0,000
RBBS0RK17;064;;;0,000
RBBS0RK17;259;;;0,000
RBBS0RK30;001;;;0,000
RBBS0RK30;002;;;0,000
RBBS0RK30;005;;;0,000
RBBS0RK30;064;;;0,000
RBBS0RK30;259;;;0,000
RBBS0RK32;001;;;0,000
RBBS0RK32;002;;;0,000
RBBS0RK32;005;;;0,000
RBBS0RK32;064;;;0,000
