RBBS0Q701;001;;4000144947380;48,90;69,90;S;
RBBS0Q701;020;;4000144947397;48,90;69,90;S;
RBBS0Q701;D85;;4000144947403;48,90;69,90;S;
RBBS0Q701;P37;;4000144948714;48,90;69,90;S;
RBBS0Q702;001;;4000144948721;48,90;69,90;S;
RBBS0Q702;020;;4000144948738;48,90;69,90;S;
RBBS0Q702;D85;;4000144948745;48,90;69,90;S;
RBBS0Q702;P37;;4000144948752;48,90;69,90;S;
RBBS0Q703;001;;4000144948769;48,90;69,90;S;
RBBS0Q703;020;;4000144948776;48,90;69,90;S;
RBBS0Q703;D85;;4000144948783;48,90;69,90;S;
RBBS0Q703;P37;;4000144948790;48,90;69,90;S;
RBBS0Q705;001;;4000144948806;41,90;59,90;S;
RBBS0Q705;020;;4000144948813;41,90;59,90;S;
RBBS0Q705;D85;;4000144948820;41,90;59,90;S;
RBBS0Q705;P37;;4000144948837;41,90;59,90;S;
RBBS0Q901;005;;4000144948967;69,90;0,00;S;
RBBS0Q901;183;;4000144961010;69,90;0,00;S;
RBBS0Q901;259;;4000144948974;69,90;0,00;S;
RBBS0Q901;295;;4000144948981;69,90;0,00;S;
RBBS0Q901;367;;4000144948998;69,90;0,00;S;
RBBS0Q901;497;;4000144949001;69,90;0,00;S;
RBBS0Q902;005;;4000144949018;69,90;0,00;S;
RBBS0Q902;183;;4000144961058;69,90;0,00;S;
RBBS0Q902;259;;4000144949025;69,90;0,00;S;
RBBS0Q902;295;;4000144949032;69,90;0,00;S;
RBBS0Q902;367;;4000144949049;69,90;0,00;S;
RBBS0Q902;497;;4000144949056;69,90;0,00;S;
RBBS0Q903;005;;4000144949063;69,90;0,00;S;
RBBS0Q903;183;;4000144961096;69,90;0,00;S;
RBBS0Q903;259;;4000144949070;69,90;0,00;S;
RBBS0Q903;295;;4000144949087;69,90;0,00;S;
RBBS0Q903;367;;4000144949094;69,90;0,00;S;
RBBS0Q903;497;;4000144949100;69,90;0,00;S;
RBBS0Q904;005;;4000144949117;79,90;0,00;S;
RBBS0Q904;259;;4000144949124;79,90;0,00;S;
RBBS0Q904;295;;4000144949131;79,90;0,00;S;
RBBS0Q904;367;;4000144949148;79,90;0,00;S;
RBBS0Q904;497;;4000144949155;79,90;0,00;S;
RBBS0Q906;005;;4000144949216;59,90;0,00;S;
RBBS0Q906;183;;4000144961218;59,90;0,00;S;
RBBS0Q906;259;;4000144949223;59,90;0,00;S;
RBBS0Q906;295;;4000144949230;59,90;0,00;S;
RBBS0Q906;367;;4000144949247;59,90;0,00;S;
RBBS0Q906;497;;4000144949254;59,90;0,00;S;
RBBS0QJ01;001;;4000144949261;89,90;0,00;S;
RBBS0QJ01;E18;;4000144949278;89,90;0,00;S;
RBBS0QJ01;E19;;4000144949285;89,90;0,00;S;
RBBS0QJ05;001;;4000144949407;89,90;0,00;S;
RBBS0QJ05;E18;;4000144949414;89,90;0,00;S;
RBBS0QJ05;E19;;4000144949421;89,90;0,00;S;
RBBS0QK01;001;;4000144949544;89,90;0,00;S;
RBBS0QK01;E26;;4000144949551;89,90;0,00;S;
RBBS0QK01;F53;;4000144949568;89,90;0,00;S;
RBBS0QK01;H63;;4000144949575;89,90;0,00;S;
RBBS0QK02;001;;4000144949582;65,90;0,00;S;
RBBS0QK02;E26;;4000144949599;65,90;0,00;S;
RBBS0QK02;F53;;4000144949605;65,90;0,00;S;
RBBS0QK02;H63;;4000144949612;65,90;0,00;S;
RBBS0QK04;001;;4000144949667;49,90;0,00;S;
RBBS0QK04;E26;;4000144949674;49,90;0,00;S;
RBBS0QK04;F53;;4000144949681;49,90;0,00;S;
RBBS0QK04;H63;;4000144949698;49,90;0,00;S;
RBBS0QM01;001;;4000144949704;75,90;0,00;S;
RBBS0QM01;003;;4000144970517;75,90;0,00;S;
RBBS0QM01;030;;4000144949711;75,90;0,00;S;
RBBS0QM01;035;;4000144970524;75,90;0,00;S;
RBBS0QM01;183;;4000144949728;75,90;0,00;S;
RBBS0QM01;259;;4000144949735;75,90;0,00;S;
RBBS0QM01;497;;4000144949742;75,90;0,00;S;
RBBS0QM01;F61;;4000144949759;75,90;0,00;S;
RBBS0QM02;001;;4000144949766;69,90;0,00;S;
RBBS0QM02;003;;4000144970555;69,90;0,00;S;
RBBS0QM02;030;;4000144949773;69,90;0,00;S;
RBBS0QM02;035;;4000144970562;69,90;0,00;S;
RBBS0QM02;183;;4000144949780;69,90;0,00;S;
RBBS0QM02;259;;4000144949797;69,90;0,00;S;
RBBS0QM02;497;;4000144949803;69,90;0,00;S;
RBBS0QM02;F61;;4000144949810;69,90;0,00;S;
RBBS0QM04;001;;4000144949827;59,90;0,00;S;
RBBS0QM04;003;;4000144970593;59,90;0,00;S;
RBBS0QM04;030;;4000144949834;59,90;0,00;S;
RBBS0QM04;035;;4000144970609;59,90;0,00;S;
RBBS0QM04;183;;4000144949841;59,90;0,00;S;
RBBS0QM04;259;;4000144949858;59,90;0,00;S;
RBBS0QM04;497;;4000144949865;59,90;0,00;S;
RBBS0QM04;F61;;4000144949872;59,90;0,00;S;
RBBS0QM05;001;;4000144949889;49,90;0,00;S;
RBBS0QM05;003;;4000144970630;49,90;0,00;S;
RBBS0QM05;030;;4000144949896;49,90;0,00;S;
RBBS0QM05;035;;4000144970647;49,90;0,00;S;
RBBS0QM05;183;;4000144949902;49,90;0,00;S;
RBBS0QM05;259;;4000144949919;49,90;0,00;S;
RBBS0QM05;497;;4000144949926;49,90;0,00;S;
RBBS0QM05;F61;;4000144949933;49,90;0,00;S;
RBBS0QM15;001;;4000144949940;65,90;0,00;S;
RBBS0QM15;003;;4000144970678;65,90;0,00;S;
RBBS0QM15;030;;4000144949957;65,90;0,00;S;
RBBS0QM15;035;;4000144970685;65,90;0,00;S;
RBBS0QM15;183;;4000144949964;65,90;0,00;S;
RBBS0QM15;259;;4000144949971;65,90;0,00;S;
RBBS0QM15;497;;4000144949988;65,90;0,00;S;
RBBS0QM15;F61;;4000144949995;65,90;0,00;S;
RBBS0QM16;001;;4000144950007;75,90;0,00;S;
RBBS0QM16;003;;4000144970715;75,90;0,00;S;
RBBS0QM16;030;;4000144950014;75,90;0,00;S;
RBBS0QM16;035;;4000144970722;75,90;0,00;S;
RBBS0QM16;183;;4000144950021;75,90;0,00;S;
RBBS0QM16;259;;4000144950038;75,90;0,00;S;
RBBS0QM16;497;;4000144950045;75,90;0,00;S;
RBBS0QM16;F61;;4000144950052;75,90;0,00;S;
RBBS0QM18;001;;4000144950069;45,90;0,00;S;
RBBS0QM18;003;;4000144970753;45,90;0,00;S;
RBBS0QM18;030;;4000144950076;45,90;0,00;S;
RBBS0QM18;035;;4000144970760;45,90;0,00;S;
RBBS0QM18;183;;4000144950083;45,90;0,00;S;
RBBS0QM18;259;;4000144950090;45,90;0,00;S;
RBBS0QM18;497;;4000144950106;45,90;0,00;S;
RBBS0QM18;F61;;4000144950113;45,90;0,00;S;
RBBS0QU01;G34;;4000144950120;69,90;0,00;S;
RBBS0QU02;G34;;4000144950137;79,90;0,00;S;
RBBS0RC01;001;;4000144950144;69,90;0,00;S;
RBBS0RC01;155;;4000144950151;69,90;0,00;S;
RBBS0RC01;183;;4000144961515;69,90;0,00;S;
RBBS0RC01;259;;4000144950168;69,90;0,00;S;
RBBS0RC01;E14;;4000144950175;69,90;0,00;S;
RBBS0RC01;F61;;4000144961522;69,90;0,00;S;
RBBS0RC02;001;;4000144950182;69,90;0,00;S;
RBBS0RC02;155;;4000144950199;69,90;0,00;S;
RBBS0RC02;183;;4000144961553;69,90;0,00;S;
RBBS0RC02;259;;4000144950205;69,90;0,00;S;
RBBS0RC02;E14;;4000144950212;69,90;0,00;S;
RBBS0RC02;F61;;4000144961560;69,90;0,00;S;
RBBS0RC03;001;;4000144950229;69,90;0,00;S;
RBBS0RC03;155;;4000144950236;69,90;0,00;S;
RBBS0RC03;183;;4000144961591;69,90;0,00;S;
RBBS0RC03;259;;4000144950243;69,90;0,00;S;
RBBS0RC03;E14;;4000144950250;69,90;0,00;S;
RBBS0RC03;F61;;4000144961607;69,90;0,00;S;
RBBS0RC04;001;;4000144950267;55,90;0,00;S;
RBBS0RC04;155;;4000144950274;55,90;0,00;S;
RBBS0RC04;183;;4000144961638;55,90;0,00;S;
RBBS0RC04;259;;4000144950281;55,90;0,00;S;
RBBS0RC04;E14;;4000144950298;55,90;0,00;S;
RBBS0RC04;F61;;4000144961645;55,90;0,00;S;
RBBS0RC05;001;;4000144950304;59,90;0,00;S;
RBBS0RC05;155;;4000144950311;59,90;0,00;S;
RBBS0RC05;183;;4000144961676;59,90;0,00;S;
RBBS0RC05;259;;4000144950328;59,90;0,00;S;
RBBS0RC05;E14;;4000144950335;59,90;0,00;S;
RBBS0RC05;F61;;4000144961683;59,90;0,00;S;
RBBS0RC06;001;;4000144950342;79,90;0,00;S;
RBBS0RC06;155;;4000144950359;79,90;0,00;S;
RBBS0RC06;183;;4000144961713;79,90;0,00;S;
RBBS0RC06;259;;4000144950366;79,90;0,00;S;
RBBS0RC06;E14;;4000144950373;79,90;0,00;S;
RBBS0RC06;F61;;4000144961720;79,90;0,00;S;
RBBS0RH01;385;;4000144950380;69,90;0,00;S;
RBBS0RH01;D31;;4000144950397;69,90;0,00;S;
RBBS0RH01;F55;;4000144950403;69,90;0,00;S;
RBBS0RH01;P35;;4000144950427;69,90;0,00;S;
RBBS0RH02;385;;4000144950434;79,90;0,00;S;
RBBS0RH02;D31;;4000144950441;79,90;0,00;S;
RBBS0RH02;F55;;4000144950458;79,90;0,00;S;
RBBS0RH02;P35;;4000144950472;79,90;0,00;S;
RBBS0RH03;385;;4000144950489;59,90;0,00;S;
RBBS0RH03;D31;;4000144950496;59,90;0,00;S;
RBBS0RH03;F55;;4000144950502;59,90;0,00;S;
RBBS0RH03;P35;;4000144950526;59,90;0,00;S;
RBBS0RH04;385;;4000144950533;59,90;0,00;S;
RBBS0RH04;D31;;4000144950540;59,90;0,00;S;
RBBS0RH04;F55;;4000144950557;59,90;0,00;S;
RBBS0RH04;P35;;4000144950571;59,90;0,00;S;
RBBS0RK01;001;;4000144950632;69,90;0,00;S;
RBBS0RK01;002;;4000144950649;69,90;0,00;S;
RBBS0RK01;005;;4000144950656;69,90;0,00;S;
RBBS0RK01;064;;4000144950663;69,90;0,00;S;
RBBS0RK01;259;;4000144950670;69,90;0,00;S;
RBBS0RK02;001;;4000144950687;75,90;0,00;S;
RBBS0RK02;002;;4000144950694;75,90;0,00;S;
RBBS0RK02;005;;4000144950700;75,90;0,00;S;
RBBS0RK02;064;;4000144950717;75,90;0,00;S;
RBBS0RK02;259;;4000144950724;75,90;0,00;S;
RBBS0RK07;001;;4000144950731;49,90;0,00;S;
RBBS0RK07;002;;4000144950748;49,90;0,00;S;
RBBS0RK07;005;;4000144950755;49,90;0,00;S;
RBBS0RK07;064;;4000144950762;49,90;0,00;S;
RBBS0RK07;259;;4000144950779;49,90;0,00;S;
RBBS0RK08;001;;4000144950786;39,90;0,00;S;
RBBS0RK08;002;;4000144950793;39,90;0,00;S;
RBBS0RK08;005;;4000144950809;39,90;0,00;S;
RBBS0RK08;064;;4000144950816;39,90;0,00;S;
RBBS0RK08;259;;4000144950823;39,90;0,00;S;
RBBS0RK12;001;;4000144950830;39,90;0,00;S;
