RBSC0VD02PIT;ZCO1;RB;0VD;CZ;SN;SNE;SP;;F;;0,000;0,000;0,000;PAA;15W;15WA
RBSC0VE01CAM;ZCO1;RB;0VE;CZ;DE;DET;;;F;;0,000;0,000;0,000;PAA;15W;15WA
RBSC0VE01NAP;ZCO1;RB;0VE;CZ;DE;DET;;;F;;0,000;0,000;0,000;PAA;15W;15WA
RBSC0VE02CAM;ZCO1;RB;0VE;CZ;DE;DET;;;F;;0,000;0,000;0,000;PAA;15W;15WA
RBSC0VE02CRY;ZCO1;RB;0VE;CZ;DE;DET;;;F;;0,000;0,000;0,000;PAA;15W;15WA
RBSC0VE03CAM;ZCO1;RB;0VE;CZ;SV;SVT;;;F;;0,000;0,000;0,000;PAA;15W;15WA
RBSC0VE04CRY;ZCO1;RB;0VE;CZ;DE;DET;;;F;;0,000;0,000;0,000;PAA;15W;15WA
RBSC0VE04NAP;ZCO1;RB;0VE;CZ;DE;DET;;;F;;0,000;0,000;0,000;PAA;15W;15WA
RBSC0VV01;ZCO1;RB;0VV;CZ;SS;ALL;SP;;F;;0,000;0,000;0,000;PAA;15W;15WA
RBSC0VV02;ZCO1;RB;0VV;CZ;TR;TRF;SP;;F;;0,000;0,000;0,000;PAA;15W;15WA
RBSC38P81CAM;ZCO1;RB;38P;CZ;SN;SNE;;;;;0,000;0,000;0,000;PAA;15W;15WA
RBSC38P81MAC;ZCO1;RB;38P;CZ;SN;SNE;SP;;F;;0,000;0,000;0,000;PAA;15W;15WA
RBSC38P81PEL;ZCO1;RB;38P;CZ;SN;SNE;SP;;F;;0,000;0,000;0,000;PAA;15W;15WA
ROPS0KP103;ZCO1;RO;0KP;PP;PF;POF;BA;;F;;15,000;2,500;10,000;PZ;16S;16SA
ROPS0KP120;ZCO1;RO;0KP;PP;PF;POF;BA;;F;;14,500;3,000;9,000;PZ;16S;16SA
ROPS0KP122;ZCO1;RO;0KP;PP;PF;POF;BA;;F;;18,000;3,000;9,000;PZ;16S;16SA
ROPS0KP125;ZCO1;RO;0KP;PP;PF;POF;BA;;F;;18,000;3,000;9,000;PZ;16S;16SA
ROPS0KP132;ZCO1;RO;0KP;PP;PF;POF;BA;;F;;13,000;2,500;8,000;PZ;16S;16SA
ROPS0KP133;ZCO1;RO;0KP;PP;PF;POF;BA;;F;;15,000;2,500;10,000;PZ;15W;15WA
ROPS0KP134;ZCO1;RO;0KP;PP;PF;POF;BA;;F;;22,000;2,000;12,000;PZ;16S;16SA
ROPS0KP136;ZCO1;RO;0KP;PP;PF;POF;BA;;F;;20,000;1,500;10,000;PZ;16S;16SA
ROPS0KP139;ZCO1;RO;0KP;PP;PF;POF;BA;;F;;10,000;2,000;7,000;PZ;16S;16SA
ROPS0KP141;ZCO1;RO;0KP;PP;PF;POF;BA;;F;;9,000;2,000;14,000;PZ;15W;15WA
ROPS0KP42;ZCO1;RO;0KP;PP;PF;POF;BA;;F;;14,000;3,000;11,000;PZ;16S;16SA
ROPS0QO125;ZCO1;RO;0QO;PP;PF;POF;FA;;F;;0,000;0,000;0,000;PZ;15W;15WA
ROPS0QO132;ZCO1;RO;0QO;PP;PF;POF;FA;;F;;0,000;0,000;0,000;PZ;15W;15WA
ROPS0QO146;ZCO1;RO;0QO;PP;PF;POF;FA;;F;;0,000;0,000;0,000;PZ;15W;15WA
ROPS0QO44;ZCO1;RO;0QO;PP;PF;POF;FA;;F;;0,000;0,000;0,000;PZ;15W;15WA
ROPS0RE103;ZCO1;RO;0RE;PP;PF;POF;FA;;F;;18,000;2,000;11,000;PZ;15W;15WA
ROPS0RE122;ZCO1;RO;0RE;PP;PF;POF;FA;;F;;20,000;2,000;12,000;PZ;15W;15WA
ROPS0RE132;ZCO1;RO;0RE;PP;PF;POF;FA;;F;;10,000;2,000;8,000;PZ;15W;15WA
ROPS0RE139;ZCO1;RO;0RE;PP;PF;POF;FA;;F;;10,000;2,000;8,000;PZ;15W;15WA
ROPS0RG122;ZCO1;RO;0RG;PP;PF;POF;BA;;F;;19,000;2,000;11,000;PZ;15W;15WA
ROPS0RG134;ZCO1;RO;0RG;PP;PF;POF;BA;;F;;22,000;2,000;12,000;PZ;15W;15WA
ROPS0RG42;ZCO1;RO;0RG;PP;PF;POF;BA;;F;;14,000;2,000;11,000;PZ;15W;15WA
